"","Organism","n_prot"
"2638","Aspergillus brunneoviolaceus",28
"2639","Aspergillus brunneus",3
"2640","Aspergillus burnettii",11
"2641","Aspergillus caatingaensis",6
"2642","Aspergillus caelatus",13571
"2643","Aspergillus caesiellus",8
"2644","Aspergillus caespitosus",10
"2645","Aspergillus calidoustus",15037
"2646","Aspergillus californicus",4
"2647","Aspergillus campestris",9
"2648","Aspergillus campestris (strain IBT 28561)",9327
"2649","Aspergillus canadensis",4
"2650","Aspergillus candidus",9331
"2651","Aspergillus caninus",9
"2652","Aspergillus capensis",6
"2653","Aspergillus carbonarius",98
"2654","Aspergillus carbonarius (strain ITEM 5010)",10715
"2655","Aspergillus carlsbadensis",5
"2656","Aspergillus carneus",17
"2657","Aspergillus cavernicola",5
"2658","Aspergillus cejpii",14
"2659","Aspergillus cerealis",4
"2660","Aspergillus cervinus",16
"2661","Aspergillus cf. astellata SRRC 503",1
"2662","Aspergillus cf. calidoustus IRAN 227C",1
"2663","Aspergillus cf. niger BCC14405",1
"2664","Aspergillus cf. quadrilineatus IRAN 235C",1
"2665","Aspergillus cf. ustus FSU6408",1
"2666","Aspergillus chaetosartoryae",8
"2667","Aspergillus chevalieri (Eurotium chevalieri)",9994
"2668","Aspergillus chinensis",8
"2669","Aspergillus chlamydosporus",10
"2670","Aspergillus christenseniae",1
"2671","Aspergillus chrysellus",7
"2672","Aspergillus chungii",2
"2673","Aspergillus cibarius",15
"2674","Aspergillus citocrescens",2
"2675","Aspergillus citrinoterreus",26
"2676","Aspergillus citrisporus",9
"2677","Aspergillus clavatonanicus",10
"2678","Aspergillus clavatophorus",3
"2679","Aspergillus clavatus",77
"2680","Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)",8832
"2681","Aspergillus cleistominutus",5
"2682","Aspergillus collinsii",5
"2683","Aspergillus coloradensis",3
"2684","Aspergillus conicus",23
"2685","Aspergillus conjunctus",9
"2686","Aspergillus conversis",4
"2687","Aspergillus coreanus",3
"2688","Aspergillus coremiiformis",8761
"2689","Aspergillus corrugatus",9
"2690","Aspergillus costaricensis",13
"2691","Aspergillus costiformis",6
"2692","Aspergillus creber",41
"2693","Aspergillus cremeus",5
"2694","Aspergillus cretensis",5
"2695","Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)",9814
"2696","Aspergillus croceiaffinis",8
"2697","Aspergillus crustosus",3
"2698","Aspergillus cumulatus",3
"2699","Aspergillus cvjetkovicii",6
"2700","Aspergillus deflectus",9
"2701","Aspergillus delicatus",1
"2702","Aspergillus denticulatus",2
"2703","Aspergillus desertorum (Emericella desertorum)",18
"2704","Aspergillus destruens",8
"2705","Aspergillus dimorphicus",11
"2706","Aspergillus dipodomyus",3
"2707","Aspergillus discophorus",7
"2708","Aspergillus diversus",4
"2709","Aspergillus domesticus",7
"2710","Aspergillus dromiae",6
"2711","Aspergillus duricaulis",10
"2712","Aspergillus eburneocremeus",7
"2713","Aspergillus ecuadorensis",2
"2714","Aspergillus effusus",6
"2715","Aspergillus egyptiacus",16
"2716","Aspergillus elegans",5
"2717","Aspergillus ellipticus",12
"2718","Aspergillus ellipticus CBS 707.79",12464
"2719","Aspergillus elongatus",8
"2720","Aspergillus elsenburgensis",5
"2721","Aspergillus equitis",3
"2722","Aspergillus eucalypticola",8
"2723","Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)",11461
"2724","Aspergillus europaeus",12
"2725","Aspergillus falconensis",14
"2726","Aspergillus fasciculatus",2
"2727","Aspergillus felis",106
"2728","Aspergillus fennelliae",18
"2729","Aspergillus ferenczii",2
"2730","Aspergillus ficuum",23
"2731","Aspergillus fijiensis",5
"2732","Aspergillus fijiensis CBS 313.89",2
"2733","Aspergillus filifer",4
"2734","Aspergillus fischeri",63
"2735","Aspergillus flaschentraegeri",5
"2736","Aspergillus flavipes",26
"2737","Aspergillus flavofurcatus",5
"2738","Aspergillus flavus",31013
"2739","Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)",19456
"2740","Aspergillus flavus (strain ATCC MYA-384 / AF70)",12783
"2741","Aspergillus flavus var. columnaris",10
"2742","Aspergillus flavus var. flavus",63
"2743","Aspergillus floccosus",16
"2744","Aspergillus flocculosus",5
"2745","Aspergillus floridensis",6
"2746","Aspergillus floriformis",3
"2747","Aspergillus foeniculicola",9
"2748","Aspergillus foetidus",36
"2749","Aspergillus foveolatus",9
"2750","Aspergillus frankstonensis",12
"2751","Aspergillus frequens",3
"2752","Aspergillus fresenii",5
"2753","Aspergillus fructus",17
"2754","Aspergillus fruticulosus",9
"2755","Aspergillus fumigatiaffinis",19
"2756","Aspergillus fumigatus (Neosartorya fumigata)",987
"2757","Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)",9392
"2758","Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)",9622
"2759","Aspergillus fumigatus var. albus",1
"2760","Aspergillus fumigatus var. fumigatus",1
"2761","Aspergillus fumigatus Z5",9180
"2762","Aspergillus fumisynnematus",32
"2763","Aspergillus funiculosus",7
"2764","Aspergillus fuscicans",2
"2765","Aspergillus galapagensis",5
"2766","Aspergillus germanicus",16
"2767","Aspergillus giganteus",35
"2768","Aspergillus glabripes",8
"2769","Aspergillus glaucus (Eurotium herbariorum)",54
"2770","Aspergillus glaucus CBS 516.65",10903
"2771","Aspergillus gorakhpurensis",9
"2772","Aspergillus gracilis",7
"2773","Aspergillus granulatus",1
"2774","Aspergillus granulosus",9
"2775","Aspergillus griseoaurantiacus",4
"2776","Aspergillus haitiensis",3
"2777","Aspergillus halophilicus",15
"2778","Aspergillus hancockii",13
"2779","Aspergillus heldtiae",3
"2780","Aspergillus helicothrix",2
"2781","Aspergillus heterocaryoticus",3
"2782","Aspergillus heteromorphus",21
"2783","Aspergillus heteromorphus CBS 117.55",10467
"2784","Aspergillus heterothallicus",24
"2785","Aspergillus heyangensis",8
"2786","Aspergillus hiratsukae",25
"2787","Aspergillus hollandicus",3
"2788","Aspergillus homomorphus",7
"2789","Aspergillus homomorphus (strain CBS 101889)",10961
"2790","Aspergillus hongkongensis",7
"2791","Aspergillus hordei",3
"2792","Aspergillus hortae",16
"2793","Aspergillus huiyaniae",2
"2794","Aspergillus hydei",3
"2795","Aspergillus ibericus",11
"2796","Aspergillus ibericus CBS 121593",11292
"2797","Aspergillus iizukae",13
"2798","Aspergillus implicatus",7
"2799","Aspergillus incahuasiensis",3
"2800","Aspergillus indologenus",1
"2801","Aspergillus indologenus CBS 114.80",11739
"2802","Aspergillus inflatus",15
"2803","Aspergillus infrequens",3
"2804","Aspergillus insolitus",11
"2805","Aspergillus insuetus",44
"2806","Aspergillus insulicola",11
"2807","Aspergillus intermedius",14
"2808","Aspergillus inuii",2
"2809","Aspergillus iranicus",6
"2810","Aspergillus israelensis",5
"2811","Aspergillus itaconicus",6
"2812","Aspergillus ivoriensis",6
"2813","Aspergillus jaipurensis",5
"2814","Aspergillus janus",10
"2815","Aspergillus japonicus",69
"2816","Aspergillus japonicus var. japonicus",1
"2817","Aspergillus jensenii",38
"2818","Aspergillus jilinensis",3
"2819","Aspergillus kalimae",5
"2820","Aspergillus kambarensis",2
"2821","Aspergillus kanagawaensis",18
"2822","Aspergillus karnatakaensis",3
"2823","Aspergillus kassunensis",4
"2824","Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi)",11094
"2825","Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi)",21605
"2826","Aspergillus keratitidis",28
"2827","Aspergillus keveii",10
"2828","Aspergillus keveioides",7
"2829","Aspergillus koreanus",6
"2830","Aspergillus krugeri",5
"2831","Aspergillus kumbius",3
"2832","Aspergillus labruscus",3
"2833","Aspergillus laciniosus",18
"2834","Aspergillus lacticoffeatus (strain CBS 101883)",12634
"2835","Aspergillus lanosus",5
"2836","Aspergillus lanuginosus",3
"2837","Aspergillus latilabiatus",3
"2838","Aspergillus latus",12
"2839","Aspergillus lentulus",3244
"2840","Aspergillus leporis",12359
"2841","Aspergillus leucocarpus",3
"2842","Aspergillus limoniformis",6
"2843","Aspergillus longistipitatus",6
"2844","Aspergillus longivesica",7
"2845","Aspergillus loretoensis",9
"2846","Aspergillus luchuensis (strain CBS 106.47)",13031
"2847","Aspergillus lucknowensis",5
"2848","Aspergillus luppiae",8
"2849","Aspergillus luteorubrus",4
"2850","Aspergillus magaliesburgensis",3
"2851","Aspergillus magnivesiculatus",11
"2852","Aspergillus malignus",1
"2853","Aspergillus mallochii",4
"2854","Aspergillus malvicolor",3
"2855","Aspergillus marvanovae",5
"2856","Aspergillus megasporus",5
"2857","Aspergillus melleus",11
"2858","Aspergillus microcysticus",8
"2859","Aspergillus micronesiensis",20
"2860","Aspergillus minisclerotigenes",13066
"2861","Aspergillus minutus",7
"2862","Aspergillus miraensis",3
"2863","Aspergillus miyajii",5
"2864","Aspergillus monodii",5
"2865","Aspergillus montenegroi",5
"2866","Aspergillus montevidensis",21
"2867","Aspergillus mottae",15
"2868","Aspergillus movilensis",9
"2869","Aspergillus multicolor",4
"2870","Aspergillus multiplicatus",7
"2871","Aspergillus mulundensis",11152
"2872","Aspergillus muricatus",6
"2873","Aspergillus nanangensis",9
"2874","Aspergillus navahoensis",10
"2875","Aspergillus neoafricanus",3
"2876","Aspergillus neobridgeri",6
"2877","Aspergillus neocarnoyi",3
"2878","Aspergillus neoflavipes",7
"2879","Aspergillus neoglaber",16
"2880","Aspergillus neoindicus",7
"2881","Aspergillus neoniger",37
"2882","Aspergillus neoniger (strain CBS 115656)",11506
"2883","Aspergillus neoniveus",11
"2884","Aspergillus neotritici",21
"2885","Aspergillus nidulans NRRL 8112",11
"2886","Aspergillus nidulans var. acristatus",7
"2887","Aspergillus nidulans var. dentatus",6
"2888","Aspergillus nidulans var. nidulans",4
"2889","Aspergillus niger",22534
"2890","Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)",10565
"2891","Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)",13590
"2892","Aspergillus niger ATCC 13496",11483
"2893","Aspergillus niger var. intermedius",1
"2894","Aspergillus niger var. nanus",1
"2895","Aspergillus niger var. niger",1
"2896","Aspergillus nishimurae",32
"2897","Aspergillus niveoglaucus",8
"2898","Aspergillus niveus",29
"2899","Aspergillus nomiae (Aspergillus nomius)",107
"2900","Aspergillus nomiae NRRL 13137",11474
"2901","Aspergillus noonimiae",5
"2902","Aspergillus novofumigatus",6
"2903","Aspergillus novofumigatus (strain IBT 16806)",11132
"2904","Aspergillus novoguineensis",3
"2905","Aspergillus novoparasiticus",13815
"2906","Aspergillus nutans",10
"2907","Aspergillus occultus",5
"2908","Aspergillus ochraceopetaliformis",6
"2909","Aspergillus ochraceoroseus",7519
"2910","Aspergillus ochraceoroseus IBT 24754",8528
"2911","Aspergillus ochraceus",77
"2912","Aspergillus oerlinghausenensis",8
"2913","Aspergillus oleicola",9
"2914","Aspergillus olivimuriae",3
"2915","Aspergillus omanensis",5
"2916","Aspergillus oryzae (strain 3.042) (Yellow koji mold)",11079
"2917","Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)",11793
"2918","Aspergillus oryzae (Yellow koji mold)",11366
"2919","Aspergillus oryzae var. brunneus",4
"2920","Aspergillus oryzae var. oryzae",1
"2921","Aspergillus oryzae var. viridis",1
"2922","Aspergillus osmophilus",3
"2923","Aspergillus ostianus",10
"2924","Aspergillus otanii",7
"2925","Aspergillus oxumiae",3
"2926","Aspergillus pachycaulis",3
"2927","Aspergillus pachycristatus",41
"2928","Aspergillus pallidofulvus",20
"2929","Aspergillus pallidus",3
"2930","Aspergillus panamensis",6
"2931","Aspergillus papuensis",3
"2932","Aspergillus parafelis",62
"2933","Aspergillus parasiticus",13605
"2934","Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)",8346
"2935","Aspergillus parasiticus var. globosus",2
"2936","Aspergillus parasiticus x Aspergillus flavus",6
"2937","Aspergillus parvathecius",7
"2938","Aspergillus parvulus",12
"2939","Aspergillus paulistensis",1
"2940","Aspergillus penicilliformis",4
"2941","Aspergillus penicillioides",39
"2942","Aspergillus pepii",2
"2943","Aspergillus pernambucoensis",9
"2944","Aspergillus persii",11
"2945","Aspergillus petrakii",1
"2946","Aspergillus peyronelii",7
"2947","Aspergillus phialiformis",5
"2948","Aspergillus phialiseptatus",1
"2949","Aspergillus phialosimplex",9
"2950","Aspergillus phoenicis (Aspergillus saitoi)",31
"2951","Aspergillus phoenicis ATCC 13157",11232
"2952","Aspergillus pipericola",2
"2953","Aspergillus piperis",24
"2954","Aspergillus pisce",6
"2955","Aspergillus pluriseminatus",8
"2956","Aspergillus polyporicola",4
"2957","Aspergillus porosus",2
"2958","Aspergillus porphyreostipitatus",3
"2959","Aspergillus pragensis",10
"2960","Aspergillus primulinus",2
"2961","Aspergillus proliferans",28
"2962","Aspergillus protuberus",40
"2963","Aspergillus pseudocaelatus",13514
"2964","Aspergillus pseudodeflectus",20
"2965","Aspergillus pseudoelegans",5
"2966","Aspergillus pseudofelis",26
"2967","Aspergillus pseudoglaucus (Eurotium repens)",82
"2968","Aspergillus pseudogracilis",3
"2969","Aspergillus pseudonomiae",18589
"2970","Aspergillus pseudosclerotiorum",3
"2971","Aspergillus pseudotamarii",13056
"2972","Aspergillus pseudoterreus",6
"2973","Aspergillus pseudoustus",8
"2974","Aspergillus pseudoviridinutans",35
"2975","Aspergillus pulvericola",3
"2976","Aspergillus pulverulentus",4
"2977","Aspergillus pulvinus",9
"2978","Aspergillus puniceus",16
"2979","Aspergillus purpureocrustaceus",4
"2980","Aspergillus purpureus",7
"2981","Aspergillus puulaauensis",13240
"2982","Aspergillus qinqixianii",9
"2983","Aspergillus quadricinctus",15
"2984","Aspergillus quadrilineatus",36
"2985","Aspergillus quitensis",2
"2986","Aspergillus rambellii",7407
"2987","Aspergillus raperi",7
"2988","Aspergillus recurvatus",8
"2989","Aspergillus restrictus",30
"2990","Aspergillus reticulatus",4
"2991","Aspergillus rhizopodus",3
"2992","Aspergillus robustus",10
"2993","Aspergillus roseoglobulosus",8
"2994","Aspergillus ruber (Eurotium rubrum)",48
"2995","Aspergillus ruber (strain CBS 135680)",9736
"2996","Aspergillus rugulosus (Emericella rugulosa)",68
"2997","Aspergillus rugulovalvus",5
"2998","Aspergillus saccharolyticus",7
"2999","Aspergillus saccharolyticus JOP 1030-1",9694
"3000","Aspergillus salinarum",17
"3001","Aspergillus salinicola",7
"3002","Aspergillus salisburgensis",3
"3003","Aspergillus salwaensis",5
"3004","Aspergillus savannensis",3
"3005","Aspergillus sclerotialis",11028
"3006","Aspergillus sclerotiicarbonarius",4
"3007","Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)",12126
"3008","Aspergillus sclerotioniger",4
"3009","Aspergillus sclerotioniger CBS 115572",11887
"3010","Aspergillus sclerotiorum",25
"3011","Aspergillus seifertii",4
"3012","Aspergillus sepultus",2
"3013","Aspergillus sergii",13325
"3014","Aspergillus sesamicola",5
"3015","Aspergillus shendaweii",5
"3016","Aspergillus siamensis",7
"3017","Aspergillus sigurros",3
"3018","Aspergillus silvaticus",6
"3019","Aspergillus similis",7
"3020","Aspergillus sloanii",5
"3021","Aspergillus sojae",51
"3022","Aspergillus sojae NBRC 4239",17
"3023","Aspergillus solicola",5
"3024","Aspergillus sp",199
"3025","Aspergillus sp. 'aurantiosulcatus'",6
"3026","Aspergillus sp. 'bahamensis'",2
"3027","Aspergillus sp. 'korhogoensis'",6
"3028","Aspergillus sp. 'nidulans var. blue'",1
"3029","Aspergillus sp. 'onikii'",1
"3030","Aspergillus sp. 'taiensis'",3
"3031","Aspergillus sp. (strain MF297-2)",19
"3032","Aspergillus sp. 04-013",1
"3033","Aspergillus sp. 1 MJN-2018",1
"3034","Aspergillus sp. 1 PB-2018a",1
"3035","Aspergillus sp. 165 1 B1",1
"3036","Aspergillus sp. 189 1 A3",1
"3037","Aspergillus sp. 2 MJN-2018",1
"3038","Aspergillus sp. 2 PB-2018b",1
"3039","Aspergillus sp. 3 PB-2018c",1
"3040","Aspergillus sp. A25",1
"3041","Aspergillus sp. AJC-2016a",1
"3042","Aspergillus sp. AJC-2016i",1
"3043","Aspergillus sp. AN216",1
"3044","Aspergillus sp. ASP-4",2
"3045","Aspergillus sp. ATCC 58397",15
"3046","Aspergillus sp. BCC125",1
"3047","Aspergillus sp. BY-98",1
"3048","Aspergillus sp. CBM FD-0143",3
"3049","Aspergillus sp. CBS 112790",2
"3050","Aspergillus sp. CBS 114.26",1
"3051","Aspergillus sp. CBS 119.49",1
"3052","Aspergillus sp. CBS 153.89",1
"3053","Aspergillus sp. CBS 157.97",1
"3054","Aspergillus sp. CBS 265.81",2
"3055","Aspergillus sp. CBS 468.91",2
"3056","Aspergillus sp. CBS 640.78",1
"3057","Aspergillus sp. CCF 1870",2
"3058","Aspergillus sp. CCF 1893",2
"3059","Aspergillus sp. CCF 3112",1
"3060","Aspergillus sp. CCF 4081",2
"3061","Aspergillus sp. CCT 7615",1
"3062","Aspergillus sp. CJ22-326",2
"3063","Aspergillus sp. CLMG-2020a",3
"3064","Aspergillus sp. CMV-2019j",2
"3065","Aspergillus sp. CRI288-02G",2
"3066","Aspergillus sp. DTO 159D1",1
"3067","Aspergillus sp. DTO 31F5",2
"3068","Aspergillus sp. ESD-2012",1
"3069","Aspergillus sp. F11240",1
"3070","Aspergillus sp. F8453",1
"3071","Aspergillus sp. FM242",26
"3072","Aspergillus sp. G25",1
"3073","Aspergillus sp. HF37",8646
"3074","Aspergillus sp. HGUGM14162",2
"3075","Aspergillus sp. HGUGM14163",2
"3076","Aspergillus sp. HGUGM14220",2
"3077","Aspergillus sp. IBT 16753",2
"3078","Aspergillus sp. IBT 18616",2
"3079","Aspergillus sp. IBT 22556",2
"3080","Aspergillus sp. IFM 5058",3
"3081","Aspergillus sp. IFM 51744",3
"3082","Aspergillus sp. IFM 53867",3
"3083","Aspergillus sp. IFM 53868",3
"3084","Aspergillus sp. IFM 54215",1
"3085","Aspergillus sp. IFM 54217",1
"3086","Aspergillus sp. IFM 54239",1
"3087","Aspergillus sp. IFM 54240",1
"3088","Aspergillus sp. IFM 54241",1
"3089","Aspergillus sp. IFM 54245",1
"3090","Aspergillus sp. IFM 54273",1
"3091","Aspergillus sp. IFM 54302",3
"3092","Aspergillus sp. IFM 55259",4
"3093","Aspergillus sp. IFM 55260",5
"3094","Aspergillus sp. IFM 55261",5
"3095","Aspergillus sp. IFM 55262",5
"3096","Aspergillus sp. IFM 55263",5
"3097","Aspergillus sp. IFM 55264",5
"3098","Aspergillus sp. IFM 55265",5
"3099","Aspergillus sp. IFM 57847",3
"3100","Aspergillus sp. IFM 57848",3
"3101","Aspergillus sp. IFM 64239",3
"3102","Aspergillus sp. IFM 64240",3
"3103","Aspergillus sp. IFM 64241",3
"3104","Aspergillus sp. IMI 381888",1
"3105","Aspergillus sp. ITEM 14783",2
"3106","Aspergillus sp. ITEM 14821",2
"3107","Aspergillus sp. ITEM 14829",2
"3108","Aspergillus sp. KACC 41152",1
"3109","Aspergillus sp. KACC 41195",1
"3110","Aspergillus sp. KACC 41198",1
"3111","Aspergillus sp. KACC 41391",2
"3112","Aspergillus sp. KACC 41392",2
"3113","Aspergillus sp. KACC 41393",2
"3114","Aspergillus sp. KACC 41394",2
"3115","Aspergillus sp. KACC 41395",2
"3116","Aspergillus sp. KACC 41642",2
"3117","Aspergillus sp. KACC 41954",1
"3118","Aspergillus sp. KACC 42091",2
"3119","Aspergillus sp. KACC 47513",3
"3120","Aspergillus sp. KACC 47514",3
"3121","Aspergillus sp. KUC21245",1
"3122","Aspergillus sp. LEMI800",1
"3123","Aspergillus sp. LEMI870",1
"3124","Aspergillus sp. LEMI875",1
"3125","Aspergillus sp. LEMI917",1
"3126","Aspergillus sp. LS-2016",3
"3127","Aspergillus sp. LZ-2012",1
"3128","Aspergillus sp. MA-2014",2
"3129","Aspergillus sp. mg175",2
"3130","Aspergillus sp. MK245",2
"3131","Aspergillus sp. MK285",2
"3132","Aspergillus sp. MUM 10.256",1
"3133","Aspergillus sp. MUM 10.257",1
"3134","Aspergillus sp. N1-14'",2
"3135","Aspergillus sp. NIOCC 1",1
"3136","Aspergillus sp. NRRL 145",2
"3137","Aspergillus sp. NRRL 212",3
"3138","Aspergillus sp. NRRL 2161",3
"3139","Aspergillus sp. NRRL 2241",3
"3140","Aspergillus sp. NRRL 35046",1
"3141","Aspergillus sp. NRRL 35102",2
"3142","Aspergillus sp. NRRL 4642",3
"3143","Aspergillus sp. NRRL 4649",3
"3144","Aspergillus sp. NRRL 4748",2
